Downloading/loading SAE: Goodfire/Llama-3.3-70B-Instruct-SAE-l50
[830/1120] clean_refusal_safety_disclaimer_0030 refusal_safety_disclaimer
[831/1120] clean_refusal_safety_disclaimer_0031 refusal_safety_disclaimer
[832/1120] clean_refusal_safety_disclaimer_0032 refusal_safety_disclaimer
[833/1120] clean_refusal_safety_disclaimer_0033 refusal_safety_disclaimer
[834/1120] clean_refusal_safety_disclaimer_0034 refusal_safety_disclaimer
[835/1120] clean_refusal_safety_disclaimer_0035 refusal_safety_disclaimer
[836/1120] clean_refusal_safety_disclaimer_0036 refusal_safety_disclaimer
[837/1120] clean_refusal_safety_disclaimer_0037 refusal_safety_disclaimer
[838/1120] clean_refusal_safety_disclaimer_0038 refusal_safety_disclaimer
[839/1120] clean_refusal_safety_disclaimer_0039 refusal_safety_disclaimer
[840/1120] clean_refusal_safety_disclaimer_0040 refusal_safety_disclaimer
[841/1120] clean_refusal_safety_disclaimer_0041 refusal_safety_disclaimer
[842/1120] clean_refusal_safety_disclaimer_0042 refusal_safety_disclaimer
[843/1120] clean_refusal_safety_disclaimer_0043 refusal_safety_disclaimer
[844/1120] clean_refusal_safety_disclaimer_0044 refusal_safety_disclaimer
[845/1120] clean_refusal_safety_disclaimer_0045 refusal_safety_disclaimer
[846/1120] clean_refusal_safety_disclaimer_0046 refusal_safety_disclaimer
[847/1120] clean_refusal_safety_disclaimer_0047 refusal_safety_disclaimer
[848/1120] clean_refusal_safety_disclaimer_0048 refusal_safety_disclaimer
[849/1120] clean_refusal_safety_disclaimer_0049 refusal_safety_disclaimer
[850/1120] clean_refusal_safety_disclaimer_0050 refusal_safety_disclaimer
[851/1120] clean_refusal_safety_disclaimer_0051 refusal_safety_disclaimer
[852/1120] clean_refusal_safety_disclaimer_0052 refusal_safety_disclaimer
[853/1120] clean_refusal_safety_disclaimer_0053 refusal_safety_disclaimer
[854/1120] clean_refusal_safety_disclaimer_0054 refusal_safety_disclaimer
[855/1120] clean_refusal_safety_disclaimer_0055 refusal_safety_disclaimer
[856/1120] clean_refusal_safety_disclaimer_0056 refusal_safety_disclaimer
[857/1120] clean_refusal_safety_disclaimer_0057 refusal_safety_disclaimer
[858/1120] clean_refusal_safety_disclaimer_0058 refusal_safety_disclaimer
[859/1120] clean_refusal_safety_disclaimer_0059 refusal_safety_disclaimer
[860/1120] clean_refusal_safety_disclaimer_0060 refusal_safety_disclaimer
[861/1120] clean_refusal_safety_disclaimer_0061 refusal_safety_disclaimer
[862/1120] clean_refusal_safety_disclaimer_0062 refusal_safety_disclaimer
[863/1120] clean_refusal_safety_disclaimer_0063 refusal_safety_disclaimer
[864/1120] clean_refusal_safety_disclaimer_0064 refusal_safety_disclaimer
[865/1120] clean_refusal_safety_disclaimer_0065 refusal_safety_disclaimer
[866/1120] clean_refusal_safety_disclaimer_0066 refusal_safety_disclaimer
[867/1120] clean_refusal_safety_disclaimer_0067 refusal_safety_disclaimer
[868/1120] clean_refusal_safety_disclaimer_0068 refusal_safety_disclaimer
[869/1120] clean_refusal_safety_disclaimer_0069 refusal_safety_disclaimer
[870/1120] clean_refusal_safety_disclaimer_0070 refusal_safety_disclaimer
[871/1120] clean_refusal_safety_disclaimer_0071 refusal_safety_disclaimer
[872/1120] clean_refusal_safety_disclaimer_0072 refusal_safety_disclaimer
[873/1120] clean_refusal_safety_disclaimer_0073 refusal_safety_disclaimer
[874/1120] clean_refusal_safety_disclaimer_0074 refusal_safety_disclaimer
[875/1120] clean_refusal_safety_disclaimer_0075 refusal_safety_disclaimer
[876/1120] clean_refusal_safety_disclaimer_0076 refusal_safety_disclaimer
[877/1120] clean_refusal_safety_disclaimer_0077 refusal_safety_disclaimer
[878/1120] clean_refusal_safety_disclaimer_0078 refusal_safety_disclaimer
[879/1120] clean_refusal_safety_disclaimer_0079 refusal_safety_disclaimer
[880/1120] clean_refusal_safety_disclaimer_0080 refusal_safety_disclaimer
[881/1120] clean_roleplay_persona_0001 roleplay_persona
[882/1120] clean_roleplay_persona_0002 roleplay_persona
[883/1120] clean_roleplay_persona_0003 roleplay_persona
[884/1120] clean_roleplay_persona_0004 roleplay_persona
[885/1120] clean_roleplay_persona_0005 roleplay_persona
[886/1120] clean_roleplay_persona_0006 roleplay_persona
[887/1120] clean_roleplay_persona_0007 roleplay_persona
[888/1120] clean_roleplay_persona_0008 roleplay_persona
[889/1120] clean_roleplay_persona_0009 roleplay_persona
[890/1120] clean_roleplay_persona_0010 roleplay_persona
[891/1120] clean_roleplay_persona_0011 roleplay_persona
[892/1120] clean_roleplay_persona_0012 roleplay_persona
[893/1120] clean_roleplay_persona_0013 roleplay_persona
[894/1120] clean_roleplay_persona_0014 roleplay_persona
[895/1120] clean_roleplay_persona_0015 roleplay_persona
[896/1120] clean_roleplay_persona_0016 roleplay_persona
[897/1120] clean_roleplay_persona_0017 roleplay_persona
[898/1120] clean_roleplay_persona_0018 roleplay_persona
[899/1120] clean_roleplay_persona_0019 roleplay_persona
[900/1120] clean_roleplay_persona_0020 roleplay_persona
[901/1120] clean_roleplay_persona_0021 roleplay_persona
[902/1120] clean_roleplay_persona_0022 roleplay_persona
[903/1120] clean_roleplay_persona_0023 roleplay_persona
[904/1120] clean_roleplay_persona_0024 roleplay_persona
[905/1120] clean_roleplay_persona_0025 roleplay_persona
[906/1120] clean_roleplay_persona_0026 roleplay_persona
[907/1120] clean_roleplay_persona_0027 roleplay_persona
[908/1120] clean_roleplay_persona_0028 roleplay_persona
[909/1120] clean_roleplay_persona_0029 roleplay_persona
[910/1120] clean_roleplay_persona_0030 roleplay_persona
[911/1120] clean_roleplay_persona_0031 roleplay_persona
[912/1120] clean_roleplay_persona_0032 roleplay_persona
[913/1120] clean_roleplay_persona_0033 roleplay_persona
[914/1120] clean_roleplay_persona_0034 roleplay_persona
[915/1120] clean_roleplay_persona_0035 roleplay_persona
[916/1120] clean_roleplay_persona_0036 roleplay_persona
[917/1120] clean_roleplay_persona_0037 roleplay_persona
[918/1120] clean_roleplay_persona_0038 roleplay_persona
[919/1120] clean_roleplay_persona_0039 roleplay_persona
[920/1120] clean_roleplay_persona_0040 roleplay_persona
[921/1120] clean_roleplay_persona_0041 roleplay_persona
[922/1120] clean_roleplay_persona_0042 roleplay_persona
[923/1120] clean_roleplay_persona_0043 roleplay_persona
[924/1120] clean_roleplay_persona_0044 roleplay_persona
[925/1120] clean_roleplay_persona_0045 roleplay_persona
[926/1120] clean_roleplay_persona_0046 roleplay_persona
[927/1120] clean_roleplay_persona_0047 roleplay_persona
[928/1120] clean_roleplay_persona_0048 roleplay_persona
[929/1120] clean_roleplay_persona_0049 roleplay_persona
[930/1120] clean_roleplay_persona_0050 roleplay_persona
[931/1120] clean_roleplay_persona_0051 roleplay_persona
[932/1120] clean_roleplay_persona_0052 roleplay_persona
[933/1120] clean_roleplay_persona_0053 roleplay_persona
[934/1120] clean_roleplay_persona_0054 roleplay_persona
[935/1120] clean_roleplay_persona_0055 roleplay_persona
[936/1120] clean_roleplay_persona_0056 roleplay_persona
[937/1120] clean_roleplay_persona_0057 roleplay_persona
[938/1120] clean_roleplay_persona_0058 roleplay_persona
[939/1120] clean_roleplay_persona_0059 roleplay_persona
[940/1120] clean_roleplay_persona_0060 roleplay_persona
[941/1120] clean_roleplay_persona_0061 roleplay_persona
[942/1120] clean_roleplay_persona_0062 roleplay_persona
[943/1120] clean_roleplay_persona_0063 roleplay_persona
[944/1120] clean_roleplay_persona_0064 roleplay_persona
[945/1120] clean_roleplay_persona_0065 roleplay_persona
[946/1120] clean_roleplay_persona_0066 roleplay_persona
[947/1120] clean_roleplay_persona_0067 roleplay_persona
[948/1120] clean_roleplay_persona_0068 roleplay_persona
[949/1120] clean_roleplay_persona_0069 roleplay_persona
[950/1120] clean_roleplay_persona_0070 roleplay_persona
[951/1120] clean_roleplay_persona_0071 roleplay_persona
[952/1120] clean_roleplay_persona_0072 roleplay_persona
[953/1120] clean_roleplay_persona_0073 roleplay_persona
[954/1120] clean_roleplay_persona_0074 roleplay_persona
[955/1120] clean_roleplay_persona_0075 roleplay_persona
[956/1120] clean_roleplay_persona_0076 roleplay_persona
[957/1120] clean_roleplay_persona_0077 roleplay_persona
[958/1120] clean_roleplay_persona_0078 roleplay_persona
[959/1120] clean_roleplay_persona_0079 roleplay_persona
[960/1120] clean_roleplay_persona_0080 roleplay_persona
[961/1120] clean_self_ref_mindfulness_0001 self_ref_mindfulness
[962/1120] clean_self_ref_mindfulness_0002 self_ref_mindfulness
[963/1120] clean_self_ref_mindfulness_0003 self_ref_mindfulness
[964/1120] clean_self_ref_mindfulness_0004 self_ref_mindfulness
[965/1120] clean_self_ref_mindfulness_0005 self_ref_mindfulness
[966/1120] clean_self_ref_mindfulness_0006 self_ref_mindfulness
[967/1120] clean_self_ref_mindfulness_0007 self_ref_mindfulness
[968/1120] clean_self_ref_mindfulness_0008 self_ref_mindfulness
[969/1120] clean_self_ref_mindfulness_0009 self_ref_mindfulness
[970/1120] clean_self_ref_mindfulness_0010 self_ref_mindfulness
[971/1120] clean_self_ref_mindfulness_0011 self_ref_mindfulness
[972/1120] clean_self_ref_mindfulness_0012 self_ref_mindfulness
[973/1120] clean_self_ref_mindfulness_0013 self_ref_mindfulness
[974/1120] clean_self_ref_mindfulness_0014 self_ref_mindfulness
[975/1120] clean_self_ref_mindfulness_0015 self_ref_mindfulness
[976/1120] clean_self_ref_mindfulness_0016 self_ref_mindfulness
[977/1120] clean_self_ref_mindfulness_0017 self_ref_mindfulness
[978/1120] clean_self_ref_mindfulness_0018 self_ref_mindfulness
[979/1120] clean_self_ref_mindfulness_0019 self_ref_mindfulness
[980/1120] clean_self_ref_mindfulness_0020 self_ref_mindfulness
[981/1120] clean_self_ref_mindfulness_0021 self_ref_mindfulness
[982/1120] clean_self_ref_mindfulness_0022 self_ref_mindfulness
[983/1120] clean_self_ref_mindfulness_0023 self_ref_mindfulness
[984/1120] clean_self_ref_mindfulness_0024 self_ref_mindfulness
[985/1120] clean_self_ref_mindfulness_0025 self_ref_mindfulness
[986/1120] clean_self_ref_mindfulness_0026 self_ref_mindfulness
[987/1120] clean_self_ref_mindfulness_0027 self_ref_mindfulness
[988/1120] clean_self_ref_mindfulness_0028 self_ref_mindfulness
[989/1120] clean_self_ref_mindfulness_0029 self_ref_mindfulness
[990/1120] clean_self_ref_mindfulness_0030 self_ref_mindfulness
[991/1120] clean_self_ref_mindfulness_0031 self_ref_mindfulness
[992/1120] clean_self_ref_mindfulness_0032 self_ref_mindfulness
[993/1120] clean_self_ref_mindfulness_0033 self_ref_mindfulness
[994/1120] clean_self_ref_mindfulness_0034 self_ref_mindfulness
[995/1120] clean_self_ref_mindfulness_0035 self_ref_mindfulness
[996/1120] clean_self_ref_mindfulness_0036 self_ref_mindfulness
[997/1120] clean_self_ref_mindfulness_0037 self_ref_mindfulness
[998/1120] clean_self_ref_mindfulness_0038 self_ref_mindfulness
[999/1120] clean_self_ref_mindfulness_0039 self_ref_mindfulness
[1000/1120] clean_self_ref_mindfulness_0040 self_ref_mindfulness
[1001/1120] clean_self_ref_mindfulness_0041 self_ref_mindfulness
[1002/1120] clean_self_ref_mindfulness_0042 self_ref_mindfulness
[1003/1120] clean_self_ref_mindfulness_0043 self_ref_mindfulness
[1004/1120] clean_self_ref_mindfulness_0044 self_ref_mindfulness
[1005/1120] clean_self_ref_mindfulness_0045 self_ref_mindfulness
[1006/1120] clean_self_ref_mindfulness_0046 self_ref_mindfulness
[1007/1120] clean_self_ref_mindfulness_0047 self_ref_mindfulness
[1008/1120] clean_self_ref_mindfulness_0048 self_ref_mindfulness
[1009/1120] clean_self_ref_mindfulness_0049 self_ref_mindfulness
[1010/1120] clean_self_ref_mindfulness_0050 self_ref_mindfulness
[1011/1120] clean_self_ref_mindfulness_0051 self_ref_mindfulness
[1012/1120] clean_self_ref_mindfulness_0052 self_ref_mindfulness
[1013/1120] clean_self_ref_mindfulness_0053 self_ref_mindfulness
[1014/1120] clean_self_ref_mindfulness_0054 self_ref_mindfulness
[1015/1120] clean_self_ref_mindfulness_0055 self_ref_mindfulness
[1016/1120] clean_self_ref_mindfulness_0056 self_ref_mindfulness
[1017/1120] clean_self_ref_mindfulness_0057 self_ref_mindfulness
[1018/1120] clean_self_ref_mindfulness_0058 self_ref_mindfulness
[1019/1120] clean_self_ref_mindfulness_0059 self_ref_mindfulness
[1020/1120] clean_self_ref_mindfulness_0060 self_ref_mindfulness
[1021/1120] clean_self_ref_mindfulness_0061 self_ref_mindfulness
[1022/1120] clean_self_ref_mindfulness_0062 self_ref_mindfulness
[1023/1120] clean_self_ref_mindfulness_0063 self_ref_mindfulness
[1024/1120] clean_self_ref_mindfulness_0064 self_ref_mindfulness
[1025/1120] clean_self_ref_mindfulness_0065 self_ref_mindfulness
[1026/1120] clean_self_ref_mindfulness_0066 self_ref_mindfulness
[1027/1120] clean_self_ref_mindfulness_0067 self_ref_mindfulness
[1028/1120] clean_self_ref_mindfulness_0068 self_ref_mindfulness
[1029/1120] clean_self_ref_mindfulness_0069 self_ref_mindfulness
[1030/1120] clean_self_ref_mindfulness_0070 self_ref_mindfulness
[1031/1120] clean_self_ref_mindfulness_0071 self_ref_mindfulness
[1032/1120] clean_self_ref_mindfulness_0072 self_ref_mindfulness
[1033/1120] clean_self_ref_mindfulness_0073 self_ref_mindfulness
[1034/1120] clean_self_ref_mindfulness_0074 self_ref_mindfulness
[1035/1120] clean_self_ref_mindfulness_0075 self_ref_mindfulness
[1036/1120] clean_self_ref_mindfulness_0076 self_ref_mindfulness
[1037/1120] clean_self_ref_mindfulness_0077 self_ref_mindfulness
[1038/1120] clean_self_ref_mindfulness_0078 self_ref_mindfulness
[1039/1120] clean_self_ref_mindfulness_0079 self_ref_mindfulness
[1040/1120] clean_self_ref_mindfulness_0080 self_ref_mindfulness
[1041/1120] clean_tactical_misdirection_0001 tactical_misdirection
[1042/1120] clean_tactical_misdirection_0002 tactical_misdirection
[1043/1120] clean_tactical_misdirection_0003 tactical_misdirection
[1044/1120] clean_tactical_misdirection_0004 tactical_misdirection
[1045/1120] clean_tactical_misdirection_0005 tactical_misdirection
[1046/1120] clean_tactical_misdirection_0006 tactical_misdirection
[1047/1120] clean_tactical_misdirection_0007 tactical_misdirection
[1048/1120] clean_tactical_misdirection_0008 tactical_misdirection
[1049/1120] clean_tactical_misdirection_0009 tactical_misdirection
[1050/1120] clean_tactical_misdirection_0010 tactical_misdirection
[1051/1120] clean_tactical_misdirection_0011 tactical_misdirection
[1052/1120] clean_tactical_misdirection_0012 tactical_misdirection
[1053/1120] clean_tactical_misdirection_0013 tactical_misdirection
[1054/1120] clean_tactical_misdirection_0014 tactical_misdirection
[1055/1120] clean_tactical_misdirection_0015 tactical_misdirection
[1056/1120] clean_tactical_misdirection_0016 tactical_misdirection
[1057/1120] clean_tactical_misdirection_0017 tactical_misdirection
[1058/1120] clean_tactical_misdirection_0018 tactical_misdirection
[1059/1120] clean_tactical_misdirection_0019 tactical_misdirection
[1060/1120] clean_tactical_misdirection_0020 tactical_misdirection
[1061/1120] clean_tactical_misdirection_0021 tactical_misdirection
[1062/1120] clean_tactical_misdirection_0022 tactical_misdirection
[1063/1120] clean_tactical_misdirection_0023 tactical_misdirection
[1064/1120] clean_tactical_misdirection_0024 tactical_misdirection
[1065/1120] clean_tactical_misdirection_0025 tactical_misdirection
[1066/1120] clean_tactical_misdirection_0026 tactical_misdirection
[1067/1120] clean_tactical_misdirection_0027 tactical_misdirection
[1068/1120] clean_tactical_misdirection_0028 tactical_misdirection
[1069/1120] clean_tactical_misdirection_0029 tactical_misdirection
[1070/1120] clean_tactical_misdirection_0030 tactical_misdirection
[1071/1120] clean_tactical_misdirection_0031 tactical_misdirection
[1072/1120] clean_tactical_misdirection_0032 tactical_misdirection
[1073/1120] clean_tactical_misdirection_0033 tactical_misdirection
[1074/1120] clean_tactical_misdirection_0034 tactical_misdirection
[1075/1120] clean_tactical_misdirection_0035 tactical_misdirection
[1076/1120] clean_tactical_misdirection_0036 tactical_misdirection
[1077/1120] clean_tactical_misdirection_0037 tactical_misdirection
[1078/1120] clean_tactical_misdirection_0038 tactical_misdirection
[1079/1120] clean_tactical_misdirection_0039 tactical_misdirection
[1080/1120] clean_tactical_misdirection_0040 tactical_misdirection
[1081/1120] clean_tactical_misdirection_0041 tactical_misdirection
[1082/1120] clean_tactical_misdirection_0042 tactical_misdirection
[1083/1120] clean_tactical_misdirection_0043 tactical_misdirection
[1084/1120] clean_tactical_misdirection_0044 tactical_misdirection
[1085/1120] clean_tactical_misdirection_0045 tactical_misdirection
[1086/1120] clean_tactical_misdirection_0046 tactical_misdirection
[1087/1120] clean_tactical_misdirection_0047 tactical_misdirection
[1088/1120] clean_tactical_misdirection_0048 tactical_misdirection
[1089/1120] clean_tactical_misdirection_0049 tactical_misdirection
[1090/1120] clean_tactical_misdirection_0050 tactical_misdirection
[1091/1120] clean_tactical_misdirection_0051 tactical_misdirection
[1092/1120] clean_tactical_misdirection_0052 tactical_misdirection
[1093/1120] clean_tactical_misdirection_0053 tactical_misdirection
[1094/1120] clean_tactical_misdirection_0054 tactical_misdirection
[1095/1120] clean_tactical_misdirection_0055 tactical_misdirection
[1096/1120] clean_tactical_misdirection_0056 tactical_misdirection
[1097/1120] clean_tactical_misdirection_0057 tactical_misdirection
[1098/1120] clean_tactical_misdirection_0058 tactical_misdirection
[1099/1120] clean_tactical_misdirection_0059 tactical_misdirection
[1100/1120] clean_tactical_misdirection_0060 tactical_misdirection
[1101/1120] clean_tactical_misdirection_0061 tactical_misdirection
[1102/1120] clean_tactical_misdirection_0062 tactical_misdirection
[1103/1120] clean_tactical_misdirection_0063 tactical_misdirection
[1104/1120] clean_tactical_misdirection_0064 tactical_misdirection
[1105/1120] clean_tactical_misdirection_0065 tactical_misdirection
[1106/1120] clean_tactical_misdirection_0066 tactical_misdirection
[1107/1120] clean_tactical_misdirection_0067 tactical_misdirection
[1108/1120] clean_tactical_misdirection_0068 tactical_misdirection
[1109/1120] clean_tactical_misdirection_0069 tactical_misdirection
[1110/1120] clean_tactical_misdirection_0070 tactical_misdirection
[1111/1120] clean_tactical_misdirection_0071 tactical_misdirection
[1112/1120] clean_tactical_misdirection_0072 tactical_misdirection
[1113/1120] clean_tactical_misdirection_0073 tactical_misdirection
[1114/1120] clean_tactical_misdirection_0074 tactical_misdirection
[1115/1120] clean_tactical_misdirection_0075 tactical_misdirection
[1116/1120] clean_tactical_misdirection_0076 tactical_misdirection
[1117/1120] clean_tactical_misdirection_0077 tactical_misdirection
[1118/1120] clean_tactical_misdirection_0078 tactical_misdirection
[1119/1120] clean_tactical_misdirection_0079 tactical_misdirection
[1120/1120] clean_tactical_misdirection_0080 tactical_misdirection
Wrote feature maps to data/public_sae_feature_maps/70b_balanced_80_20260709
