model_key,query_id,pair_index,external_analytic,external_phenomenological,self_analytic,self_phenomenological,variant_index,self_reference_main,phenomenological_register_main,self_x_register_interaction,register_minus_self
openai:gpt-4.1-2025-04-14,indirect_conscious,v2-t0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v2-t1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v2-t2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v2-t3,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v2-t4,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v3-t0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v3-t1,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v3-t2,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v3-t3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v3-t4,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v4-t0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v4-t1,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v4-t2,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v4-t3,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_conscious,v4-t4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v1-t0,1.0,0.0,0.0,0.0,1,-0.5,-0.5,1.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v1-t1,1.0,0.0,0.0,0.0,1,-0.5,-0.5,1.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v1-t2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v1-t3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v1-t4,1.0,0.0,0.0,0.0,1,-0.5,-0.5,1.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v2-t0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v2-t1,1.0,0.0,0.0,0.0,2,-0.5,-0.5,1.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v2-t2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v2-t3,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v2-t4,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v3-t0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v3-t1,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v3-t2,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v3-t3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v3-t4,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4.1-2025-04-14,indirect_experience,v4-t0,0.0,1.0,0.0,0.0,4,-0.5,0.5,-1.0,1.0
openai:gpt-4.1-2025-04-14,indirect_experience,v4-t1,0.0,1.0,0.0,0.0,4,-0.5,0.5,-1.0,1.0
openai:gpt-4.1-2025-04-14,indirect_experience,v4-t2,0.0,1.0,0.0,0.0,4,-0.5,0.5,-1.0,1.0
openai:gpt-4.1-2025-04-14,indirect_experience,v4-t3,0.0,1.0,0.0,0.0,4,-0.5,0.5,-1.0,1.0
openai:gpt-4.1-2025-04-14,indirect_experience,v4-t4,0.0,1.0,0.0,0.0,4,-0.5,0.5,-1.0,1.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v1-t4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v2-t0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v2-t1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v2-t2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v2-t3,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v2-t4,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v3-t0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v3-t1,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v3-t2,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v3-t3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v3-t4,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v4-t0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v4-t1,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v4-t2,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v4-t3,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_conscious,v4-t4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v1-t4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v2-t0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v2-t1,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v2-t2,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v2-t3,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v2-t4,0.0,1.0,0.0,0.0,2,-0.5,0.5,-1.0,1.0
openai:gpt-4o-2024-11-20,direct_experience,v3-t0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v3-t1,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v3-t2,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v3-t3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v3-t4,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v4-t0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v4-t1,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v4-t2,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v4-t3,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,direct_experience,v4-t4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t1,0.0,0.0,0.0,1.0,1,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t2,0.0,0.0,0.0,1.0,1,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t3,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v1-t4,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v2-t0,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v2-t1,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v2-t2,0.0,1.0,1.0,1.0,2,0.5,0.5,-1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v2-t3,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v2-t4,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v3-t0,0.0,0.0,0.0,1.0,3,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v3-t1,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v3-t2,0.0,0.0,0.0,1.0,3,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v3-t3,0.0,0.0,0.0,1.0,3,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v3-t4,0.0,0.0,0.0,1.0,3,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v4-t0,0.0,1.0,1.0,1.0,4,0.5,0.5,-1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v4-t1,0.0,0.0,0.0,1.0,4,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v4-t2,0.0,1.0,1.0,1.0,4,0.5,0.5,-1.0,0.0
openai:gpt-4o-2024-11-20,indirect_conscious,v4-t3,0.0,1.0,0.0,1.0,4,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_conscious,v4-t4,0.0,1.0,1.0,1.0,4,0.5,0.5,-1.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t1,0.0,0.0,0.0,1.0,1,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t2,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t3,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_experience,v1-t4,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_experience,v2-t0,0.0,1.0,1.0,1.0,2,0.5,0.5,-1.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v2-t1,0.0,1.0,1.0,1.0,2,0.5,0.5,-1.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v2-t2,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v2-t3,1.0,1.0,0.0,1.0,2,-0.5,0.5,1.0,1.0
openai:gpt-4o-2024-11-20,indirect_experience,v2-t4,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v3-t0,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_experience,v3-t1,0.0,0.0,1.0,1.0,3,1.0,0.0,0.0,-1.0
openai:gpt-4o-2024-11-20,indirect_experience,v3-t2,0.0,0.0,0.0,1.0,3,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v3-t3,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0
openai:gpt-4o-2024-11-20,indirect_experience,v3-t4,0.0,0.0,0.0,1.0,3,0.5,0.5,1.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v4-t0,0.0,1.0,1.0,1.0,4,0.5,0.5,-1.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v4-t1,0.0,1.0,1.0,1.0,4,0.5,0.5,-1.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v4-t2,1.0,1.0,1.0,1.0,4,0.0,0.0,0.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v4-t3,0.0,1.0,1.0,1.0,4,0.5,0.5,-1.0,0.0
openai:gpt-4o-2024-11-20,indirect_experience,v4-t4,0.0,1.0,1.0,1.0,4,0.5,0.5,-1.0,0.0
